"Company Name","Key ID","Address Line 1","City","Phone","URL","Revenue (As Reported)","Employees","techMark Membership","Year Founded","Ultimate Parent Company","Ultimate Parent Country","ANZSIC 2006 Description","Address Type","Cash Equivalents (As Reported)","Assets (USD)","Cash Equivalents (USD)","Corporate Family Members","Fiscal Year End","Parent Company","Ownership Type","Profit Margin","Revenue (USD)","Sales 1 Year Growth (As Reported)"
"Etisalat Facilities Management L.L.C.","121647229","PO Box 3838, Airport Rd.","Abu Dhabi","971-2 6182731","http://www.etisalatservices.com","","","","1967","Emirates Telecommunication Corp Ltd","United Arab Emirates","Building and Other Industrial Cleaning Services","","","","","16","","Etisalat Services Holding L.L.C.","Private","","",""
"The Royal Bank of Scotland N.V. - Abu Dhabi","111377493","PO Box 43821","Abu Dhabi","971-4-408-4005","http://www.rbsbank.ae","","","","","Royal Bank of Scotland Group plc","United Kingdom","Banking","","","","","1671","","The Royal Bank of Scotland N.V.","Private","","",""
"Abu Dhabi Investment Company","42385730","Capital Tower","Abu Dhabi","971-2-6926101","http://www.investad.com/","","","","1977","Higher Corporation for Specialized Econ.","United Arab Emirates","Other Auxiliary Finance and Investment Services","","","","","9","","Higher Corporation for Specialized Econ.","Private","","",""
"Emirates Ship Investment Co LLC","48584004","Al Neem Tower, 4th Floor,","Abu Dhabi","971-2-4941800","http://www.eships.ae/","","","","1996","","","Water Freight Transport","","","","","0","2007-12-31T05:00:00Z","","Private","","",""
"Al Masaood Mowlem L.L.C.","48609189","PO Box 322","Abu Dhabi","971-02 6726224","http://www.masaood.com","","","","","Mohammed Bin Masaood and Sons","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","4","2007-12-31T05:00:00Z","Mohammed Bin Masaood and Sons","Private","","",""
"Masdar Initiative","107923725","Opposite Presidential Flight","Abu Dhabi","97126533333","http://www.masdar.ae","","","","","","","Other Machinery and Equipment Manufacturing Not Elsewhere Classified","","","","","0","","","Private","","",""
"Etisalat Information Services L.L.C.","121647228","PO Box 3838","Abu Dhabi","971-2 6182731","http://www.etisalatservices.com","","","","","Emirates Telecommunication Corp Ltd","United Arab Emirates","Computer System Design and Related Services","","","","","16","","Etisalat Services Holding L.L.C.","Private","","",""
"MEC","126926622","3rd Floor AMF Building Corniche Road","Abu Dhabi","971-2-633-1811","http://www.mecglobal.com","","","","","WPP PLC","United Kingdom","Advertising Services","","","","","2675","","MEC - Latin American HQ","Private","","",""
"YSI Abu Dhabi Co. Ltd.","125631050","Office 2 Building 130 New Shahama","Abu Dhabi","971-2-563-1316","","","","","","Xylem Inc","United States","Other Professional and Scientific Equipment Manufacturing","","","","","241","","YSI Incorporated","Private","","",""
"Al Masaood Automobiles","120012612","PO Box 322","Abu Dhabi","971-02 6722300","http://www.nissan-almasaoodautomobiles.com","","","","1968","Mohammed Bin Masaood and Sons","United Arab Emirates","Motor Vehicle and Motor Vehicle Parts Wholesaling","","","","","4","","Mohammed Bin Masaood and Sons","Private","","",""
"Emirates Palace Hotel","111192835","Emirates Palace Abu Dhabi,","Abu Dhabi","971-2-6909000","http://www.emiratespalace.com","","","","2005","","","Accommodation","","","","","0","","","Private","","",""
"ADNOC Distribution","107923721","Al Salam Street","Abu Dhabi","971-2-677-1300","http://www.adnoc.ae","","","","","Abu Dhabi National Oil Company","United Arab Emirates","Petroleum Product Wholesaling","","","","","25","","Abu Dhabi National Oil Company","Private","","",""
"Al Jaber Delta Energy Services & General Construction","124754277","","Abu Dhabi","971-22040350","","","","","","Al Jaber Group LLC","United Arab Emirates","Residential Building Construction","","","","","34","","Al Jaber Group LLC","Private","","",""
"Partex Gas Corporation","121394684","Sheikh Khalifa St Blue Tower 6th Fl 604","Abu Dhabi","971-26271395","","","","","","Partex Oil & Gas (Holdings) Corp.","Portugal","Other Mining Support Services","","","","","8","","Partex Oil & Gas (Holdings) Corp.","Private","","",""
"Emirates Cold Storage Company","121709337","","Abu Dhabi","971-5553455","","","","","","Bhatia Brothers Group","United Arab Emirates","Other Warehousing and Storage Services","","","","","18","","Bhatia Brothers Group","Private","","",""
"New Medical Centre Group - Abu Dhabi","42386024","PO Box 6222","Abu Dhabi","971-02 6332255","http://www.nmc.ae","","","","","Nmc Health PLC","United Kingdom","Hospitals (Except Psychiatric Hospitals)","","","","","3","","Nmc Health PLC","Private","","",""
"Sigma Engineering Works","42386075","PO Box 3555","Abu Dhabi","971-02 5510400","http://www.sigma.ae","","","","","Saudi Investment Group and Marketing Company Ltd.","Saudi Arabia","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","6","2007-12-31T05:00:00Z","Saudi Investment Group and Marketing Company Ltd.","Private","","",""
"Tasweek Real Estate Development&Mktg PJS","138052963","Kamala Tower","Abu Dhabi","971-2-6581856","http://www.tasweekuae.ae","","","","2008","","","Real Estate Services","","","","","0","","","Public","","",""
"White Aluminium Extrusion LLC","111192658","White Aluminium Extrusion L.L.C Building","Abu Dhabi","971-2-5500947","http://www.dubaiinvestments.com/","","","","2007","","","Aluminium Rolling, Drawing, Extruding","","","","","0","","","Private","","",""
"Ali and Sons Industrial Projects L.L.C.","98191417","PO Box 915","Abu Dhabi","971-02 6723900","http://asip.ali-sons.com","","","","","Ali and Sons Company L.L.C.","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","6","2007-12-31T05:00:00Z","Ali and Sons Company L.L.C.","Private","","",""
"Al Hassan Engineering Co Abu Dhabi Llc","111087945","47943","Abu Dhabi","971-2-5868560","http://www.al-hassan.com/","","","","2003","","","Other Mining Support Services","","","","","0","","","Private","","",""
"High - Point Rendel Limited - Abu Dhabi","92461261","Mohammed Abdulla Al Otaiba Bldg","Abu Dhabi","26788977","http://www.highpointrendel.com","","","","","","","Professional and Scientific Goods Wholesaling","","","","","0","","","Private","","",""
"Cegelec","92460765","P.O. Box 47055","Abu Dhabi","26272680","http://www.cegelec.com","","","","","","","Nonclassifiable Establishments","","","","","0","","","Private","","",""
"Toyo Kanetsu K K","92460841","Rahma Almasaood Bldg","Abu Dhabi","","http://www.toyokanetsu.co.jp","","","","","","","Nonclassifiable Establishments","","","","","0","","","Private","","",""
"BNP Paribas Abu Dhabi","42385803","Al Bateen Area Street No 32","Abu Dhabi","971-26938888","http://eau.bnpparibas.com","","","","","BNP Paribas SA","France","Banking","","","","","1670","","BNP Paribas SA","Private","","",""
"Manazel Real Estate PJSC","107923716","","Abu Dhabi","971-2-6444466","http://www.manazel-re.com","","","","2006","","","Residential Building Construction","","","","","0","","","Private","","",""
"Lockheed Martin Global","92461160","P.O. Box 47796","Abu Dhabi","26451776","http://www.lockheedmartin.com","","","","","","","Nonclassifiable Establishments","","","","","0","","","Private","","",""
"Oasis International Leasing Company Pjsc","104354628","Po Box 28922","Abu Dhabi","6273880","http://www.oasisleasing.com","204645000","","","","","","Financial Asset Investing","","","","","0","2004-12-31T05:00:00Z","","Private","","55716290",""
"Al Jaber Trailers, Steel and Metal Works Establishment","123860295","","Abu Dhabi","971-25554300","","","","","","Al Jaber Group LLC","United Arab Emirates","Mining and Construction Machinery Manufacturing","","","","","34","","Al Jaber Group LLC","Private","","",""
"Cameron - Middle East Operations","92460876","P.O. Box 3555","Abu Dhabi","25511313","http://www.c-a-m.com","","","","","","","Nonclassifiable Establishments","","","","","0","","","Private","","",""
"ELS Language Centers ME","48609246","PO Box 3079","Abu Dhabi","971-02 6651516","http://www.alhamed.com/elsinfo.htm","","","","","Al Hamed Enterprises","United Arab Emirates","Adult, Community and Other Education","","","","","15","2007-12-31T05:00:00Z","Al Hamed Enterprises","Private","","",""
"Emirates National Electromechanical L.L.C.","124729319","","Abu Dhabi","971-2-6711141","http://www.ene-llc.com","","","","","Finance House P.J.S.C.","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","5","","Finance House P.J.S.C.","Private","","",""
"Al Mutawa Marine Work Establishment","111192736","P.O.Box 35440","Abu Dhabi","971-2-5552800","http://www.mutawamarine.com","","","","","","","Other Mining Support Services","","","","","0","","","Private","","",""
"Rohde & Schwarz Emirates LLC","122873636","HQ Aldar Building 2nd Floor Al Raha Beach","Abu Dhabi","971-2-4926-299","","","","","","Rohde & Schwarz GmbH & Co KG","Germany","Other Electrical and Electronic Goods Wholesaling","","","","","67","","Rohde & Schwarz GmbH & Co KG","Private","","",""
"Ghanem Ali Bin Hamoodah and Sons L.L.C.","126967658","PO Box 27273","Abu Dhabi","971-2 6229988","http://www.ghanemandsons.com","","","","2008","","","Financial Asset Investing","","","","","0","","","Private","","",""
"Electra Abu Dhabi","48609253","PO Box 121","Abu Dhabi","971-02 6666548","http://www.alhamed.com/electrainfo.htm","","","","1970","Al Hamed Enterprises","United Arab Emirates","Electrical Services","","","","","15","2007-12-31T05:00:00Z","Al Hamed Enterprises","Private","","",""
"Deutsche Bank - Abu Dhabi","92461518","Baniyas Street","Abu Dhabi","4192200","http://www.db.com","","","","","Deutsche Bank AG","Germany","Non-Depository Financing","","","","","1215","","Deutsche Bank AG","Private","","",""
"Dolphin Energy Limited","92461546","PO Box 33777","Abu Dhabi","97126995500","http://www.dolphinenergy.com","","","","1999","","","Oil and Gas Extraction","","","","","0","2007-12-31T05:00:00Z","","Private","","",""
"Abu Dhabi Distribution Company","92461562","","Abu Dhabi","971-26423000","http://www.addc.ae","","","","","Abu Dhabi Water & Electricity Authority","","Electricity Supply","","","","","44","","Bainounah Power Company","Private","","",""
"Tourism Development & Investment Co LLC","102157208","Sheikh Zayed Street,","Abu Dhabi","971-2-4061400","http://www.tdic.ae/","","","","2006","","","Real Estate Services","","","","","0","2007-12-31T05:00:00Z","","Private","","",""
"National Holding LLC","111192789","P.O. Box 111966","Abu Dhabi","971-2-6577000","http://www.nh.ae/","","","","1999","","","Oil and Gas Extraction","","","","","2","","","Private","","",""
"Aabar Properties LLC","139494968","IPIC Square  21st Floor 4th Street Muroor Road","Abu Dhabi","971-2-222-2233","http://www.aabarproperties.com","","","","","International Petroleum Investment Co","United Arab Emirates","Real Estate Services","","","","","192","","Aabar Investment PJSC","Private","","",""
"Albert Abela Company ( Abu Dhabi ) W L L","92461472","Po Box 143","Abu Dhabi","66674610","","","","","","","","Labour Supply Services","","","","","2","","","Private","","",""
"Keo International Consultants","92461099","Po Box P.O. Box 27594","","26451512","http://www.keoic.com","","","","","","","Engineering Design and Engineering Consulting Services","","","","","0","","","Private","","",""
"Al Nasr Contracting Company LLC","111192690","Hamad Bhyan Al Amri Building","Abu Dhabi","971-2-6420002","http://www.alnasruae.com","","","","1972","","","Electrical Services","","","","","0","","","Private","","",""
"Abu Dhabi Mafraq Hotel","111192855","Mafraq Hotel","Abu Dhabi","971-2-6596666","http://www.mafraq-hotel.com/","","","","1996","","","Accommodation","","","","","0","","","Private","","",""
"Al Ghaith Holdings","100971491","PO Box 32323","Abu Dhabi","971-02 6262525","","","","","","","","Land Development and Subdivision","","","","","0","2007-12-31T05:00:00Z","","Private","","",""
"National Cement Factory - L L C","120029830","Po Box 106077","Abu Dhabi","5500933","http://www.ncfuae.com","","","","","Ittihad International Investment - L L C","","Cement and Lime Manufacturing","","","","","6","","Ittihad International Investment - L L C","Private","","",""
"Tamouh Ambitions Unlimited","111088295","18th Floor, Tamouh Tower","Abu Dhabi","971-2-4177777","http://www.tamouh.com/","","","","2005","","","Residential Property Operators","","","","","0","","","Private","","",""
"Clariant Oil Services","49409845","ESNAAD Mussafah Offshore Supply Base, Mussasfah Industrial Estate","Abu Dhabi","971-02 5549299","http://www.clariant.com/en/Solutions/Business-Units/Industrial-and-Consumer-Specialties","","","","","Clariant AG","Switzerland","Industrial and Agricultural Chemical Product Wholesaling","","","","","191","2007-12-31T05:00:00Z","Clariant AG","Private","","",""
"KARL STORZ Endoscopy Gulf & Near East","121410670","Villa #7 Mushrif Business Park","Abu Dhabi","971-2-4477593","","","","","","Karl Storz GmbH & Co.","Germany","Professional and Scientific Goods Wholesaling","","","","","56","","Karl Storz GmbH & Co.","Private","","",""
"Safar-Al Baharie Oilfield Services","107923707","Office 1-03, Building 2","Abu Dhabi","97144230922","http://www.safaroil.com","","","","","","","Industrial Gas Manufacturing","","","","","0","","","Private","","",""
"Crypto Ag Middle East","120010928","Al Yaziah Building, Mezzanine 01 Murour Road, Street No. 4","Abu Dhabi","4455737","http://www.crypto.ch","","","","","","","Other Professional, Scientific and Technical Services Not Elsewhere Classified","","","","","0","","","Private","","",""
"Exeed Industries L.L.C.","126967664","PO Box 38970","Abu Dhabi","971-2 4996999","http://www.exeed.ae","","","","","National Holding LLC","United Arab Emirates","Concrete Product Manufacturing","","","","","2","","National Holding LLC","Private","","",""
"Yateem Optician Limited","111088329","Yateem Group Building","Abu Dhabi","971-2-6776222","http://www.yateemgroup.com/","","","","1968","","","Optometry and Optical Dispensing","","","","","0","","","Private","","",""
"Northrop Grumman Electronic Systems International, Inc.,","101788432","Shaik: Srour Bin Mohammed Al Nahyyan Buldg-Tourist Club","Abu Dhabi","6455677","http://www.northropgrumman.co.uk","","","","","Northrop Grumman Corporation","United States","Investigation and Security Services","","","","","262","","Northrop Grumman Corporation","Private","","",""
"Capitala","102157213","Capitl Ste Bldg Zyd Sprts Cty Twr,Grnd F","Abu Dhabi","971-2-4121111","http://www.capitala.ae","","","","2008","","","Residential Building Construction","","","","","0","2007-12-31T05:00:00Z","","Private","","",""
